LOCAL HEALTH UNIT,OPERATION NAME,ADDRESS,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR TYPE,CREATION DATE,LOCATION
SUFFOLK,SPEEDWAY,1138 MONTAUK HWY & SCUTTLE HOLE,WATER MILL,NY,11976,SOUTHAMPTON,SUFFOLK,CONVENIENCE/GAS,07/10/2023,"1138 MONTAUK HWY & SCUTTLE HOLE
WATER MILL, NY 11976
(40.919510015, -72.342739977)"
ONONDAGA,RICH'S DELI & BEVERAGE,413 MILTON AVENUE,SYRACUSE,NY,13204,SYRACUSE,ONONDAGA,GROCERY SUPERMARKET,07/10/2023,"413 MILTON AVENUE
SYRACUSE, NY 13204
(43.050249607, -76.18842555)"
DUTCHESS,M & L ONE STOP DELI,519 MAIN STREET,POUGHKEEPSIE,NY,12601,POUGHKEEPSIE,DUTCHESS,CONVENIENCE STORE,07/10/2023,"519 MAIN STREET
POUGHKEEPSIE, NY 12601
(41.700980413, -73.918112644)"
MONROE,MR STARLIGHT,25 CHESTNUT RIDGE ROAD,ROCHESTER,NY,14624,CHILI,MONROE,CONVENIENCE STORE,07/10/2023,"25 CHESTNUT RIDGE ROAD
ROCHESTER, NY 14624
(43.115924123, -77.730420389)"
45,CUMBERLAND FARMS #1696,107 MAIN STREET,SOUTH GLENS FALLS,NY,12803,MOREAU,SARATOGA,CONVENIENCE/GAS,07/10/2023,"107 MAIN STREET
SOUTH GLENS FALLS, NY 12803
(43.30045008700006, -73.63540286799997)"
NYC,SUNNY GROCERY YILDIZ CORP.,45-26 43RD AVENUE,SUNNYSIDE,NY,11104,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"45-26 43RD AVENUE
SUNNYSIDE, NY 11104
(40.74480257, -73.918519921)"
NYC,RAS1 INC,281 COLUMBUS AVENUE,NEW YORK,NY,10023,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"281 COLUMBUS AVENUE
NEW YORK, NY 10023
(40.778140375, -73.978039731)"
ONEIDA,A & M ROME INC.,4644 ROME TABERG ROAD,TABERG,NY,13471,LEE,ONEIDA,CONVENIENCE STORE,07/10/2023,"4644 ROME TABERG ROAD
TABERG, NY 13471
(43.280468356, -75.580602203)"
COLUMBIA,GHENT ONE STOP,2335 ROUTE 66 ROUTE,GHENT,NY,10275,GHENT,COLUMBIA,CONVENIENCE/GAS,07/10/2023,"2335 ROUTE 66 ROUTE
GHENT, NY 10275
(42.330783235, -73.613180759)"
NYC,NOOR & NOOR BAGELS CORP,374 VAN DUZER STREET,STATEN ISLAND,NY,10304,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"374 VAN DUZER STREET
STATEN ISLAND, NY 10304
(40.629094336, -74.079718419)"
ULSTER,SPEEDWAY #07879,491 NYS ROUTE 299,HIGHLAND,NY,12528,LLOYD,ULSTER,CONVENIENCE/GAS,07/10/2023,"491 NYS ROUTE 299
HIGHLAND, NY 12528
(41.737821727, -74.014564377)"
WESTCHESTER,GARFIELDS GROCERY CORP.,51 GARFIELD STREET,YONKERS,NY,10701,YONKERS,WESTCHESTER,DELICATESSEN,07/10/2023,"51 GARFIELD STREET
YONKERS, NY 10701
(40.933802207, -73.884092175)"
MONROE,ROC CITY CONVENIENCE,990 HUDSON AVENUE,ROCHESTER,NY,14621,ROCHESTER,MONROE,CONVENIENCE STORE,07/10/2023,"990 HUDSON AVENUE
ROCHESTER, NY 14621
(43.183394672, -77.599142602)"
NYC,DAHALEEL 1 INC,281 BEACH 116TH STREET,ROCKAWAY PARK,NY,11694,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"281 BEACH 116TH STREET
ROCKAWAY PARK, NY 11694
(40.581312334, -73.838281219)"
NASSAU,"SPEEDWAY ( STATION # 07857 ) / SPEEDWAY, LLC",46 SUNRISE HIGHWAY,MERRICK,NY,11566,HEMPSTEAD,NASSAU,CONVENIENCE/GAS,07/10/2023,"46 SUNRISE HIGHWAY
MERRICK, NY 11566
(40.663144226, -73.549668656)"
NYC,EUSUF ABIR INC,414 ROCKAWAY AVENUE,BROOKLYN,NY,11212,BROOKLYN,NEW YORK CITY,STAND,07/10/2023,"414 ROCKAWAY AVENUE
BROOKLYN, NY 11212
(40.669994965, -73.910965647)"
NYC,323 DELI & GROCERY CORP,323 EAST 108TH STREET,NEW YORK,NY,10029,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"323 EAST 108TH STREET
NEW YORK, NY 10029
(40.79145465100004, -73.94007884599995)"
NYC,"ROSS, DEBORAH",S/W/C JORALEMON ST & BOERUM PLACE,BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,OTHER,07/10/2023,"S/W/C JORALEMON ST & BOERUM PLACE
BROOKLYN, NY 11201
(40.692139995, -73.989080039)"
HERKIMER DO,FASTRAC #272,138 MARKET STREET,AMSTERDAM,NY,12010,AMSTERDAM,MONTGOMERY,CONVENIENCE/GAS,07/10/2023,"138 MARKET STREET
AMSTERDAM, NY 12010
(42.942979538, -74.187932543)"
NYC,PELHAM BAY CONVENIENCE CORPORATION,2180 WHITE PLAINS ROAD,BRONX,NY,10462,BRONX,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"2180 WHITE PLAINS ROAD
BRONX, NY 10462
(40.855844934, -73.867463401)"
WESTCHESTER,INTERNATIONAL FARM CORP.,116 WESTCHESTER AVENUE,PORT CHESTER,NY,10573,RYE,WESTCHESTER,GROCERY SUPERMARKET,07/10/2023,"116 WESTCHESTER AVENUE
PORT CHESTER, NY 10573
(41.000704002, -73.665046642)"
SUFFOLK,STOP & SHOP,400 UNION BLVD,,NY,,ISLIP,SUFFOLK,GROCERY SUPERMARKET,07/10/2023,"400 UNION BLVD, NY
(40.706885732, -73.301061743)"
NYC,"GARCIA, RENE",1301 FOSTER AVENUE,BROOKLYN,NY,11230,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"1301 FOSTER AVENUE
BROOKLYN, NY 11230
(40.633467301, -73.96467772)"
NASSAU,"LIBERTY PETROLEUM / FAST GASOLINE STATION, INC.",4305 AUSTIN BOULEVARD,ISLAND PARK,NY,11558,HEMPSTEAD,NASSAU,CONVENIENCE/GAS,07/10/2023,"4305 AUSTIN BOULEVARD
ISLAND PARK, NY 11558
(40.604446261, -73.649929126)"
SUFFOLK,SMOKESHOP AND CONVENIENCE,80 PARK  AVENUE,BAY SHORE,NY,11706,ISLIP,SUFFOLK,TOBACCO RETAIL,07/10/2023,"80 PARK  AVENUE
BAY SHORE, NY 11706
(40.724363552, -73.253339142)"
NIAGARA,DOLLAR GENERAL  # 6955,4015 LAKE  AVENUE,LOCKPORT,NY,14094,LOCKPORT,NIAGARA,DISCOUNT STORE,07/10/2023,"4015 LAKE  AVENUE
LOCKPORT, NY 14094
(43.218094913, -78.676230655)"
NYC,"WEJDAN DELI GROCERY, INC",1317 SAINT NICHOLAS AVENUE,BRONX,NY,10463,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1317 SAINT NICHOLAS AVENUE
BRONX, NY 10463
(40.84605529, -73.936360047)"
NYC,ROCHESTER GOURMET CORP,22 ROCHESTER  AVENUE,BROOKLYN,NY,11233,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"22 ROCHESTER  AVENUE
BROOKLYN, NY 11233
(40.678325654, -73.927585536)"
NASSAU,"CITGO / HILL ENTERPRISES, INC.",3818 SUNRISE HIGHWAY,SEAFORD,NY,11783,HEMPSTEAD,NASSAU,CONVENIENCE/GAS,07/10/2023,"3818 SUNRISE HIGHWAY
SEAFORD, NY 11783
(40.67401618300005, -73.49107026799999)"
NYC,1683 JIMMY DELI GROCERY CORP,1683 WOODBINE STREET,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1683 WOODBINE STREET
RIDGEWOOD, NY 11385
(40.701209046, -73.908294921)"
SUFFOLK,76 GAS,301 FLANDERS RD,RIVERHEAD,NY,11901,SOUTHAMPTON,SUFFOLK,CONVENIENCE/GAS,07/10/2023,"301 FLANDERS RD
RIVERHEAD, NY 11901
(40.912101921, -72.64787587)"
NYC,57 MARKET INC.,363 WEST 57TH STREET,NEW YORK,NY,10019,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"363 WEST 57TH STREET
NEW YORK, NY 10019
(40.767979119, -73.985436174)"
NYC,166 GOURMET GROCERY INC,1097 BOSTON ROAD,BRONX,NY,10456,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1097 BOSTON ROAD
BRONX, NY 10456
(40.827285904, -73.905125556)"
ERIE,DOLLAR GENERAL # 10311,827 TONAWANDA  STREET,BUFFALO,NY,14207,BUFFALO,ERIE,DISCOUNT STORE,07/10/2023,"827 TONAWANDA  STREET
BUFFALO, NY 14207
(42.951302832, -78.90424692)"
NYC,JAMAICA SMOKERS HUP AND GROCERY INC,10512 JAMAICA AVENUE,QUEENS,NY,11418,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"10512 JAMAICA AVENUE
QUEENS, NY 11418
(40.695152032, -73.841531302)"
NYC,DEV TRADING CORP,41-11 GREENPOINT AVENUE,SUNNYSIDE,NY,11104,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"41-11 GREENPOINT AVENUE
SUNNYSIDE, NY 11104
(40.740283174, -73.923683508)"
NYC,SLOPE FOODS INC.,61 5TH AVENUE,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"61 5TH AVENUE
BROOKLYN, NY 11217
(40.680865781, -73.977348678)"
ORANGE,SPEEDWAY #07876,173  WINDSOR HIGHWAY,NEW WINDSOR,NY,12553,NEW WINDSOR,ORANGE,CONVENIENCE/GAS,07/10/2023,"173  WINDSOR HIGHWAY
NEW WINDSOR, NY 12553
(41.477628593, -74.04143877)"
NYC,2405 PROSPECT DELI CORPORATION,2405 PROSPECT AVENUE,BRONX,NY,10458,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2405 PROSPECT AVENUE
BRONX, NY 10458
(40.853785261, -73.882752535)"
NASSAU,FREEPORT CONVENIENT STORE/SMOKE SHOP,164 N MAIN STREET,FREEPORT,NY,11520,HEMPSTEAD,NASSAU,TOBACCO RETAIL,07/10/2023,"164 N MAIN STREET
FREEPORT, NY 11520
(40.662404355, -73.585731794)"
BROOME,ROGER'S MARKET,109 NORTH STREET,ENDICOTT,NY,13760,UNION,BROOME,GROCERY SUPERMARKET,07/10/2023,"109 NORTH STREET
ENDICOTT, NY 13760
(42.098706957, -76.064905215)"
NYC,JABAR TWO FAMOUS DELI INC.,24602 FRANCIS LEWIS BOULEVARD,ROSEDALE,NY,11422,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"24602 FRANCIS LEWIS BOULEVARD
ROSEDALE, NY 11422
(40.66416313, -73.734549132)"
TOMPKINS,DANDY MINI MART #47 - F,781 FALL CREEK ROAD,DRYDEN,NY,13068,DRYDEN,TOMPKINS,CONVENIENCE/GAS,07/10/2023,"781 FALL CREEK ROAD
DRYDEN, NY 13068
(42.549162126, -76.294390828)"
SUFFOLK,VALERO FOOD MART,112 MONTAUK  HIGHWAY,WESTHAMPTON BEACH,NY,11978,SOUTHAMPTON,SUFFOLK,CONVENIENCE/GAS,07/10/2023,"112 MONTAUK  HIGHWAY
WESTHAMPTON BEACH, NY 11978
(40.822238489, -72.646436697)"
NYC,LINA'S GROCERY DELI CORP,1785 MONROE AVENUE,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1785 MONROE AVENUE
BRONX, NY 10457
(40.84644618, -73.906635639)"
ORANGE,EXXON,1215 ROUTE 300,NEWBURGH,NY,12550,NEWBURGH,ORANGE,CONVENIENCE/GAS,07/10/2023,"1215 ROUTE 300
NEWBURGH, NY 12550
(41.499475982, -74.071994663)"
SCHENECTADY,KARAM ASIAN GROCERY AND HALAL MEAT,1473 STATE  STREET,SCHENECTADY,NY,12304,SCHENECTADY,SCHENECTADY,CONVENIENCE STORE,07/10/2023,"1473 STATE  STREET
SCHENECTADY, NY 12304
(42.792992738, -73.917648873)"
HERKIMER DO,STEWART'S #266,185 EAST MAIN STREET,AMSTERDAM,NY,12010,AMSTERDAM,MONTGOMERY,CONVENIENCE/GAS,07/10/2023,"185 EAST MAIN STREET
AMSTERDAM, NY 12010
(42.934035651, -74.186451479)"
SUFFOLK,HANDY PANTRY,1879 ROUTE 112,,NY,,BROOKHAVEN,SUFFOLK,GROCERY SUPERMARKET,07/10/2023,"1879 ROUTE 112, NY
(40.892200852, -73.014597377)"
NYC,"TRAVEL TRADERS HOTEL STORES, INC.",1335 6TH AVENUE,NEW YORK,NY,10019,MANHATTAN,NEW YORK CITY,STAND,07/10/2023,"1335 6TH AVENUE
NEW YORK, NY 10019
(40.762287933, -73.978749207)"
ALBANY,FAMILY DOLLAR 1871,2611 SECOND  AVENUE,WATERVLIET,NY,12189,WATERVLIET,ALBANY,DISCOUNT STORE,07/10/2023,"2611 SECOND  AVENUE
WATERVLIET, NY 12189
(42.737060298, -73.70122696)"
NYC,BIG A CONVENIENCE AND HOOKAH SHOP CORP.,703 HUNTS POINT AVENUE,BRONX,NY,10474,BRONX,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"703 HUNTS POINT AVENUE
BRONX, NY 10474
(40.814804538, -73.88636057)"
WESTCHESTER,"396-398 NORTH AVENUE, INC.",398 NORTH AVENUE,NEW ROCHELLE,NY,10801,NEW ROCHELLE,WESTCHESTER,DELICATESSEN,07/10/2023,"398 NORTH AVENUE
NEW ROCHELLE, NY 10801
(40.915596185, -73.785016101)"
ORANGE,FAIR OAKS GENERAL STORE,355 BLOOMINGBURGH ROAD,MIDDLETOWN,NY,10940,MIDDLETOWN,ORANGE,CONVENIENCE STORE,07/10/2023,"355 BLOOMINGBURGH ROAD
MIDDLETOWN, NY 10940
(41.524375557, -74.419295469)"
ORANGE,COUNTRY CONVIENIENCE FOOD STORE,524 LAKES ROAD,MONROE,NY,10950,MONROE,ORANGE,CONVENIENCE STORE,07/10/2023,"524 LAKES ROAD
MONROE, NY 10950
(41.30728745, -74.225651461)"
NYC,LINDEN DELI INC,2602 LINDEN BOULEVARD,BROOKLYN,NY,11208,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2602 LINDEN BOULEVARD
BROOKLYN, NY 11208
(40.668298342, -73.868712389)"
NYC,"DESAI, HIMANSU",NWC 3RD AVE & E 50TH STREET,NEW YORK,NY,10006,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"NWC 3RD AVE & E 50TH STREET
NEW YORK, NY 10006
(40.755819995, -73.97074999)"
ONEONTA DO,DOLLAR GENERAL- GREENVILLE,4   COUNTRY ESTATE ROAD,GREENVILLE,NY,12083,GREENVILLE,GREENE,DISCOUNT STORE,07/10/2023,"4   COUNTRY ESTATE ROAD
GREENVILLE, NY 12083
(42.425202579, -74.018041861)"
NYC,"GREENBERG, JOEL",S/E/C WEST 34TH ST & 6TH AVENUE,NEW YORK,NY,10001,MANHATTAN,NEW YORK CITY,STAND,07/10/2023,"S/E/C WEST 34TH ST & 6TH AVENUE
NEW YORK, NY 10001
(40.749790012, -73.98778998)"
NYC,NORTH CONDUIT AUTO CENTER INC,16235 NORTH CONDUIT AVENUE,JAMAICA,NY,11434,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"16235 NORTH CONDUIT AVENUE
JAMAICA, NY 11434
(40.668207482, -73.772341541)"
NYC,EAST NY DELI GROCERY CORP.,1525 EAST NEW YORK AVENUE,BROOKLYN,NY,11212,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1525 EAST NEW YORK AVENUE
BROOKLYN, NY 11212
(40.672018427, -73.911635123)"
MONROE,YG2 ONE STOP,2371 SPENCERPORT ROAD,SPENCERPORT,NY,14559,OGDEN,MONROE,CONVENIENCE/GAS,07/10/2023,"2371 SPENCERPORT ROAD
SPENCERPORT, NY 14559
(43.17815418, -77.754081412)"
WESTCHESTER,TRAVEL SMOKE SHOP CORP.,12 LOCKWOOD AVENUE,NEW ROCHELLE,NY,10801,NEW ROCHELLE,WESTCHESTER,TOBACCO RETAIL,07/10/2023,"12 LOCKWOOD AVENUE
NEW ROCHELLE, NY 10801
(40.914444265, -73.785040462)"
PUTNAM,J & R BREWSTER BEER,1583 ROUTE 22,BREWSTER,NY,10509,SOUTHEAST,PUTNAM,LIQUOR/BEVERAGE STORE,07/10/2023,"1583 ROUTE 22
BREWSTER, NY 10509
(41.425861498, -73.578413051)"
MONTICELLO DO,ROCK HILL MOBIL MART,37 KATRINA FALLS ROAD,ROCK HILL,NY,12775,THOMPSON,SULLIVAN,CONVENIENCE/GAS,07/10/2023,"37 KATRINA FALLS ROAD
ROCK HILL, NY 12775
(41.62380186000007, -74.59952021699996)"
NYC,2527 MR DELI GOURMET I CORP.,2527 FREDERICK DOUGLASS  BOULEVARD,NEW YORK,NY,10030,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"2527 FREDERICK DOUGLASS  BOULEVARD
NEW YORK, NY 10030
(40.816727095, -73.946611115)"
NASSAU,NOLAN'S PUB / CHASCO PUB CORP.,435 E  PARK AVENUE,LONG BEACH,NY,11561,LONG BEACH,NASSAU,BAR/LOUNGE,07/10/2023,"435 E  PARK AVENUE
LONG BEACH, NY 11561
(40.588955456, -73.651215329)"
ONEONTA DO,SPEEDWAY - TOBACCO,42598 STATE HWY 28,MARGARETVILLE,NY,12455,MIDDLETOWN,DELAWARE,CONVENIENCE/GAS,07/10/2023,"42598 STATE HWY 28
MARGARETVILLE, NY 12455
(42.145787939, -74.632728395)"
GENEVA DO,VAPE KULT,41 COLUMBIA STREET,CLYDE,NY,14433,GALEN,WAYNE,OTHER,07/10/2023,"41 COLUMBIA STREET
CLYDE, NY 14433
(43.083230594, -76.871450328)"
SUFFOLK,HUNTINGTON VILLAGE VAPES,4 ELM STREET,HUNTINGTON,NY,11743,HUNTINGTON,SUFFOLK,TOBACCO RETAIL,07/10/2023,"4 ELM STREET
HUNTINGTON, NY 11743
(40.870139759, -73.425919768)"
ALBANY,STEWART'S SHOP #144,2457 ROUTE 9W,RAVENA,NY,12143,COEYMANS,ALBANY,CONVENIENCE STORE,07/10/2023,"2457 ROUTE 9W
RAVENA, NY 12143
(42.468791691, -73.816289075)"
ERIE,7-ELEVEN  # 35235  B,906 BRIGHTON  ROAD,TONAWANDA,NY,14150,TONAWANDA,ERIE,CONVENIENCE STORE,07/10/2023,"906 BRIGHTON  ROAD
TONAWANDA, NY 14150
(42.991446197, -78.839423712)"
MONROE,AHMED MINI MART,670 JAY STREET,ROCHESTER,NY,14611,ROCHESTER,MONROE,CONVENIENCE STORE,07/10/2023,"670 JAY STREET
ROCHESTER, NY 14611
(43.159557713, -77.638539559)"
45,HALFMOON PETROLEUM,1493 ROUTE 9,HALFMOON,NY,12065,HALFMOON,SARATOGA,CONVENIENCE/GAS,07/10/2023,"1493 ROUTE 9
HALFMOON, NY 12065
(42.83754548700006, -73.74138214299995)"
CHEMUNG,HARNAS READI-MART & DELI,435 SING SING ROAD,HORSEHEADS,NY,14845,BIG FLATS,CHEMUNG,CONVENIENCE STORE,07/10/2023,"435 SING SING ROAD
HORSEHEADS, NY 14845
(42.172210129, -76.891232206)"
DUTCHESS,DOLLAR GENERAL STORE #15147,1049 VIOLET AVENUE,HYDE PARK,NY,12538,HYDE PARK,DUTCHESS,DISCOUNT STORE,07/10/2023,"1049 VIOLET AVENUE
HYDE PARK, NY 12538
(41.784157516, -73.914033675)"
NYC,OF OFF 52ND GOURMET DELI CORP,769 9TH AVENUE,NEW YORK,NY,10019,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"769 9TH AVENUE
NEW YORK, NY 10019
(40.764534744, -73.988410744)"
CANTON DO,DOLLAR GENERAL STORE #9559,2 MALBY AVENUE,MASSENA,NY,13662,MASSENA,ST.LAWRENCE,DISCOUNT STORE,07/10/2023,"2 MALBY AVENUE
MASSENA, NY 13662
(44.926998087, -74.876750575)"
NASSAU,CIGAR HUT,170 B GARDENERS AVENUE,LEVITTOWN,NY,11756,HEMPSTEAD,NASSAU,TOBACCO RETAIL,07/10/2023,"170 B GARDENERS AVENUE
LEVITTOWN, NY 11756
(40.721768891, -73.516253528)"
MONROE,#YKTV,511 EAST MAIN STREET,ROCHESTER,NY,14604,ROCHESTER,MONROE,TOBACCO RETAIL,07/10/2023,"511 EAST MAIN STREET
ROCHESTER, NY 14604
(43.158614204, -77.598882512)"
NYC,846 GROCERY CORP.,846 GERARD AVENUE,BRONX,NY,10451,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"846 GERARD AVENUE
BRONX, NY 10451
(40.82679837, -73.925221504)"
NYC,JANAVI INC,3943 48TH AVENUE,SUNNYSIDE,NY,11104,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3943 48TH AVENUE
SUNNYSIDE, NY 11104
(40.740119601, -73.925278082)"
NASSAU,MANUELA FOOD MARKET CORP. DELI,21 STEWART AVENUE,HEMPSTEAD,NY,11550,HEMPSTEAD,NASSAU,DELICATESSEN,07/10/2023,"21 STEWART AVENUE
HEMPSTEAD, NY 11550
(40.714179371, -73.618369919)"
OSWEGO,RISE & SHINE,126 EAST ONEIDA STREET,OSWEGO,NY,13126,OSWEGO,OSWEGO,CONVENIENCE/GAS,07/10/2023,"126 EAST ONEIDA STREET
OSWEGO, NY 13126
(43.459335474, -76.496142566)"
MONROE,FOUR STAR MARKET,583 LAKE AVENUE,ROCHESTER,NY,14613,ROCHESTER,MONROE,CONVENIENCE STORE,07/10/2023,"583 LAKE AVENUE
ROCHESTER, NY 14613
(43.17536309, -77.630456052)"
SUFFOLK,ELLI'S COUNTRY STORE,35 S. FERRY RD,SHELTER ISLAND,NY,11965,SHELTER ISLAND,SUFFOLK,CONVENIENCE/GAS,07/10/2023,"35 S. FERRY RD
SHELTER ISLAND, NY 11965
(41.063298714, -72.327428)"
ROCKLAND,AMOCO - SPRING VALLEY,267 NORTH MAIN STREET,SPRING VALLEY,NY,10977,RAMAPO,ROCKLAND,CONVENIENCE/GAS,07/10/2023,"267 NORTH MAIN STREET
SPRING VALLEY, NY 10977
(41.127543822000064, -74.04157128799994)"
NYC,MECHY FOOD STORE CORP,895 GATES AVENUE,BROOKLYN,NY,11221,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"895 GATES AVENUE
BROOKLYN, NY 11221
(40.688697086, -73.930039925)"
NYC,THRIFTWAY TOTTENVILLE CARD CORP.,7001 AMBOY ROAD,STATEN ISLAND,NY,10307,STATEN ISLAND,NEW YORK CITY,STATIONERY STORE,07/10/2023,"7001 AMBOY ROAD
STATEN ISLAND, NY 10307
(40.516035706, -74.233814429)"
NYC,520 EAST GROCERY CORP.,520 BROOK AVENUE,BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"520 BROOK AVENUE
BRONX, NY 10455
(40.814365074, -73.915113012)"
MONROE,ANGELO'S GROCERY & DELI,579 THURSTON  ROAD,ROCHESTER,NY,14619,ROCHESTER,MONROE,CONVENIENCE STORE,07/10/2023,"579 THURSTON  ROAD
ROCHESTER, NY 14619
(43.133275878, -77.651323051)"
NYC,RONY ST FLEUR,17032 JAMAICA AVENUE,QUEENS,NY,11432,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"17032 JAMAICA AVENUE
QUEENS, NY 11432
(40.707273294, -73.789254892)"
NYC,MADISON CONVENIENCE CORP,1544 MADISON AVENUE,NEW YORK,NY,10029,MANHATTAN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"1544 MADISON AVENUE
NEW YORK, NY 10029
(40.79271466, -73.95034542)"
SUFFOLK,OAK NECK DELI,945 MONTAUK HWY,,NY,,ISLIP,SUFFOLK,DELICATESSEN,07/10/2023,"945 MONTAUK HWY, NY
(40.69749381, -73.284096938)"
NYC,LAZARO GROCERY STORE CORP,666 9TH AVENUE,NEW YORK,NY,10036,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"666 9TH AVENUE
NEW YORK, NY 10036
(40.76114154, -73.990447798)"
NYC,SHENGTAI JIAYUAN GROCERY STORE INC,455 KINGS HIGHWAY,BROOKLYN,NY,11223,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"455 KINGS HIGHWAY
BROOKLYN, NY 11223
(40.604400495, -73.972887292)"
NASSAU,HEMPSTEAD CONVENIENCE / SHREE SHAKTI 227 CORP.,283 FULTON AVENUE,HEMPSTEAD,NY,11550,HEMPSTEAD,NASSAU,TOBACCO RETAIL,07/10/2023,"283 FULTON AVENUE
HEMPSTEAD, NY 11550
(40.708422093, -73.624802024)"
NYC,PRAMUKH 618 INC.,618 8TH AVENUE,NEW YORK,NY,10018,MANHATTAN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"618 8TH AVENUE
NEW YORK, NY 10018
(40.755786091, -73.99063681)"
SUFFOLK,SPEEDWAY #07677,615 RT. 347,HAUPPAUGE,NY,11788,SMITHTOWN,SUFFOLK,CONVENIENCE/GAS,07/10/2023,"615 RT. 347
HAUPPAUGE, NY 11788
(40.836609295, -73.184589878)"
COLUMBIA,VALATIE FOOD MART,3360 ROUTE 9,VALATIE,NY,12184,KINDERHOOK,COLUMBIA,CONVENIENCE/GAS,07/10/2023,"3360 ROUTE 9
VALATIE, NY 12184
(42.45320362600006, -73.69412078199997)"
RENSSELAER,AA PETROLEUM - SUNOCO GAS STATION,611 COLUMBIA TPKE TURNPIKE,EAST GREENBUSH,NY,12061,E. GREENBUSH,RENSSELAER,GAS STATION,07/10/2023,"611 COLUMBIA TPKE TURNPIKE
EAST GREENBUSH, NY 12061
(42.596978705, -73.707546328)"
NYC,CORONA FOOD MARKET CORP,39-19 111TH STREET,CORONA,NY,11368,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"39-19 111TH STREET
CORONA, NY 11368
(40.751903761, -73.855853879)"
NYC,FINEST DELI AND SMOKE SHOP CORP.,533 OCEAN AVENUE,BROOKLYN,NY,11226,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"533 OCEAN AVENUE
BROOKLYN, NY 11226
(40.649716123000076, -73.96073403499997)"
MONROE,7-ELEVEN #35104A,4320 CULVER ROAD,ROCHESTER,NY,14622,IRONDEQUOIT,MONROE,CONVENIENCE STORE,07/10/2023,"4320 CULVER ROAD
ROCHESTER, NY 14622
(43.227330806, -77.546515985)"
NASSAU,MB DELI / MB DELI CORP.,590 SEAMAN AVENUE,N BALDWIN,NY,11510,HEMPSTEAD,NASSAU,DELICATESSEN,07/10/2023,"590 SEAMAN AVENUE
N BALDWIN, NY 11510
(40.662625009, -73.613998924)"
NYC,SI BEACH CORP,643 OCEANSIDE AVENUE,STATEN ISLAND,NY,10305,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"643 OCEANSIDE AVENUE
STATEN ISLAND, NY 10305
(40.57916556, -74.078832033)"
ROCKLAND,WALLY MART,345 ROUTE 202,POMONA,NY,10970,HAVERSTRAW,ROCKLAND,CONVENIENCE/GAS,07/10/2023,"345 ROUTE 202
POMONA, NY 10970
(41.186595923, -74.034264867)"
